PM2.5,PM10,NO,NO2,NH3,CO,SO2,Actual,Predicted
-0.8732717656253397,-0.857846205547716,-0.5911253731644251,-0.5343278407396788,-0.4212695380925312,-0.2269966260228025,-0.4552902837197914,3,0
-0.29527327489988997,1.1533032774708543,-0.3306385885169544,-0.7032517986492077,-0.6569223897659526,-0.2769542964305738,2.9636248140780617,1,0
1.5917312421823908,-0.2132201469766426,-0.2143177657174804,-0.7351551127338162,-0.2620927062074654,-0.06713208071793443,-0.4512284361833717,5,0
-0.4195429504058617,1.2952729336047517,0.6807687201487421,0.12827945178680294,-0.05222827981151273,-0.22414190199950126,-0.1535530381571839,2,0
0.15797387491065018,-0.2132201469766426,-0.6751099054559372,-0.7392452812062019,-0.2620927062074654,-0.03573011646162104,0.011822182968475965,1,0
-0.5088116061956811,-0.6932190304920802,0.4368991959011964,-0.9065331717267766,-0.6289108243783572,0.044202156190813004,1.5170268271788683,1,0
-0.9081122302051793,-1.2462982351539338,-0.43079126606244744,-0.8185945495704842,-0.667148834272535,-0.2840911064888268,-0.2667045052431617,0,0
-0.4076618703187274,-0.7019939077623488,-0.4114793147868591,-0.4238932919852652,-0.5982314908586099,-0.19844938578979035,-0.5434904016534767,3,0
3.282697937826957,4.690233658976422,5.500672466418838,2.968492439011426,1.913472205562442,0.13269860091315064,0.7296086690472172,4,0
-0.2980027122172046,-0.36514339523800904,-0.29964964344682427,-0.2570144183119291,-0.5737769496472171,-0.1927399377431879,-0.4999706066204083,1,0
-0.500302183971112,0.23953732650572232,-0.32524920676562746,-0.13921756630722112,0.10694855207355297,-0.06427735669463322,-0.5313048590442175,1,0
-0.41071241790866725,-0.2132201469766426,-0.40698816332742,-0.535963908128633,-0.2620927062074654,-0.21272300590629642,-0.3340151215609741,1,0
-0.29527327489988997,-0.6806460720152775,-0.46088198084068976,-0.8750388744894069,-0.6720397425148136,-0.28837319252377863,0.41800693661044774,3,0
-0.41601073740698397,1.2800806087786147,-0.306386370635983,-0.8181855327232457,-0.4870744853522791,-0.22556926401115188,-0.3966836264085926,1,0
0.6327354129870822,1.2910819474458173,3.65166541056774,1.942678186137095,0.13629400152722432,-0.15991061147522392,0.040255115723413996,2,0
0.5603250465100883,-0.2132201469766426,0.4710319469929339,3.153368053963259,-0.2620927062074654,3.659710131701802,4.3597398387388955,4,3
-0.21339015538045122,-0.2132201469766426,0.18314913844288433,-0.5241024195587145,-0.2620927062074654,-0.15991061147522392,-0.20809784793196293,1,0
-0.40493243300141274,-0.21282724202424266,0.10859602421619458,-0.08195520769382153,0.5017782356320403,-0.15991061147522392,-0.354904623176847,1,0
-0.7958841899226545,-0.2132201469766426,-0.6890324749801986,-0.556005733643323,-0.2620927062074654,-0.19844938578979035,-0.5463917213223479,0,0
-0.8996028079806102,-0.2132201469766426,-0.6674749479748907,-0.7805559827772973,-0.0935786858598678,-0.09282459692764537,-0.7146682621168791,3,0
-0.4089463114092284,-0.42132880343122114,-0.03916285879935359,-0.4398449490275694,1.1909516697712916,-0.19844938578979035,-0.2951374379980997,3,0
-0.8175591333248589,-1.015924964730017,-0.6939727415855816,-0.965022580881892,-0.2620927062074654,-0.19987674780144096,-0.5899115163554163,3,0
-0.8300824339572437,-0.6693827967131417,0.14183054501604422,-0.950706991228542,-0.7920893084616509,-0.2812363824655256,0.8961444180404257,3,0
-0.5703042234034165,-0.5435222436276478,-0.649959457283078,-0.532282756503486,0.26612538395861884,-0.16133797348687454,-0.7135077342493306,3,0
-0.5900525051698693,-0.2132201469766426,-0.4258509994570644,-0.6807558720510866,-0.2620927062074654,-0.2269966260228025,-0.35722567891194396,1,0
-0.41552907199804606,0.29480595647666763,-0.42674922974895224,0.31356408358587473,-0.2620927062074654,-0.10709821704415143,-0.34329934450136207,1,0
-0.537550975595641,-0.31432768806093137,-0.5834904156833786,0.514391355580012,-0.2620927062074654,0.3082641283461754,0.5572702807162665,1,0
-0.36174310133331666,-0.09993255236795143,0.01158715269230892,0.49639461430151505,-0.12114562322543788,-0.1784663176266818,-0.23537025281935248,1,0
-0.886437286802975,-0.3048979692033292,0.322374833685498,-0.6979345796351064,-0.5671075293168373,-0.20986828188299522,0.5317386676301996,3,0
1.3510590928497663,1.7266825713400455,2.5850169389509423,0.39577646988082704,-0.2620927062074654,-0.008610238240259499,-0.4129310165542715,5,0
-0.26476779900049124,-0.2255311688185121,0.10590133334053098,-0.5735934580745814,-0.577778601845445,-0.20415883383639277,-0.39204151493839867,3,0
-0.125727050953758,0.06705205240208484,0.349321742442133,0.9782164603485494,0.7200905944464739,-0.0971066829625972,-0.2220241823425448,2,0
0.013795362501912925,-0.2132201469766426,-0.60774263356435,-0.1592593918219111,-0.2620927062074654,-0.20558619584804336,-0.3421388166338136,3,0
-0.49468275420017016,3.074739463024738,-0.41417400566252266,-0.7686944942073788,0.7827831455520446,-0.16990214555677818,-0.40422705754765786,1,0
0.8568703832795065,0.9258113100312048,-0.5309439436079405,1.288660247402623,-0.19050759466138828,-0.18988521371988668,0.705237583828699,5,0
-0.4649800539823345,-0.052391053127541165,0.285996506864041,0.9953951679325693,-0.2620927062074654,3.071636982901752,2.853954930594729,4,3
-0.7419376641216126,-0.8850876155807886,-0.7074461959638991,-0.9372094352696693,-0.2620927062074654,-0.20273147182474213,-0.6258878802494194,3,0
-0.08639104255716495,-0.3990641894618831,0.15081284793492247,1.1164641547151855,1.0090988087629342,-0.15134643940532028,-0.5138969410309902,1,0
-0.8634779023102696,-0.8070304983706382,-0.5727116521807246,-0.41203180341534673,0.14740970207785742,-0.25268914223251343,-0.5185390525011843,0,0
-0.63597127415528,-0.2529035471690512,0.6902001382135644,0.020299004115820717,-0.2620927062074654,-0.07997833882278989,0.5067873184779071,1,0
2.379575296068441,2.824720944980817,4.148835877127653,1.9021855182604768,2.7373679303753664,-0.005755514216958281,0.34025156948469887,5,0
0.11366065728836584,0.6774953801143507,-0.5035479197053617,1.965174112735216,-0.3479059144583528,-0.16419269751017576,-0.6467773818652923,1,0
-0.05684889747564191,0.7484802081812997,-0.5525014706132485,0.6943587683649826,-0.11091917871885543,-0.07712361479948866,-0.6090602261699664,1,0
-0.5767264288559215,-1.080361376923631,-0.4420191447110453,-0.4398449490275694,0.7316509230191326,-0.214150367917947,-0.2893347986603573,3,0
-0.8056780532377246,-0.7725858308768975,-0.15772925732854712,-0.5118319141415575,-0.21362825180670508,-0.23698816010435675,-0.45238896405092016,3,0
-0.7994164029215322,-0.7308069376050218,-0.4442647204407649,-0.18993565536480378,-0.10825141058670355,-0.2812363824655256,-0.2684452970444845,3,0
0.2462791998825939,0.8746026979017271,-0.1851252812311259,0.9618557864590066,-0.1753902419125273,-0.12993600923056117,0.46036620377596765,1,0
-0.3710552992394489,0.40940323426002584,-0.2789903467334042,1.2502126637621978,-0.11492083091708334,-0.16847478354512757,0.8503035672722604,1,0
0.5669078070989059,-0.2132201469766426,-0.6652293722451711,-0.3322735182038258,-0.2620927062074654,-0.21129564389464578,-0.5295640672428947,2,0
0.5291773500654391,-0.2132201469766426,-0.3360279702682814,0.5262528441499305,-0.11447620289505794,-0.14135490532376602,-0.4053875854152063,1,0
-0.7408137781674241,-0.8392487044674454,0.0012575043355988543,-0.9314831994083294,-0.6591455298760792,-0.2812363824655256,-0.15471356602473238,3,0
-0.219491250560331,-0.03929422138087166,3.011676327597661,-0.5870910140334542,-0.8374413667082339,-0.1584832494635733,0.3901542677892839,1,0
0.5050940796185454,1.9055852929995505,-0.43124038120839137,-0.8210486506539157,-0.2620927062074654,-0.2512617802208628,0.23116194993514064,2,0
0.05361303630744397,0.29048400200026653,-0.39890409070042954,0.6964038526011753,-0.10647289849860213,-0.19844938578979035,-0.39204151493839867,1,0
-0.5548909303174044,-0.8109595478946392,-0.38632886661399984,-0.6439443557996153,1.0864640845953404,-0.21272300590629642,-0.25393869870012836,3,0
-0.31807210425628274,-0.3009689196793284,0.48899655283069055,1.2514397143039133,-0.42260342215860713,-0.134218095265513,-0.46051265912375966,1,0
-0.716891062856843,-0.733688240589289,-0.5843886459752664,-0.23001930639418355,-0.1682761935601221,-0.24127024613930856,-0.33575591336229693,3,0
0.5699583546888457,2.25671135212776,0.8348152152075052,0.22153529295719673,0.037141952615577185,-0.2783816584422244,0.47197148245145254,2,0
-0.9220805270643777,-0.9336768613609324,-0.72361434121788,-0.6529427264388638,-0.6137934716294962,-0.319775156780092,-0.4013257378787866,3,0
-0.8816206327135963,-1.146500377244312,-0.49456561678648336,0.04156788017222628,-0.8601173958315255,-0.2512617802208628,-0.026475236660624228,3,0
0.8745314482738954,0.6883657504640865,-0.38408329088428034,1.2543028322345835,0.4942195592576097,-0.20558619584804336,-0.6827537457592955,2,0
0.8949219505855986,-0.2132201469766426,-0.37689744854917767,-0.2578324520064062,-0.2620927062074654,-0.03144803042666924,-0.5846891409514481,2,0
-0.08767548364766592,-0.2132201469766426,-0.3000987585927682,-0.5224663521697603,0.11183946031583167,-0.21557772992959764,-0.37753491659404254,1,0
3.1664560191366165,-0.2132201469766426,-0.4168686965381861,-0.30446037259160297,-0.2620927062074654,0.19978461546072923,-0.3345953854947484,5,0
-0.6170257680703903,-0.8469758351979805,-0.4864815441594929,0.7643006492427776,-0.04333571937100629,-0.20558619584804336,-0.6694076752824878,3,0
-0.3938541285958417,-0.3262458049504006,-0.44471383558670885,-0.12244787557043979,0.6120459850943203,-0.21129564389464578,-0.10307007591882451,1,0
0.5384895479715713,-0.2132201469766426,0.06727743078935432,-0.3085505410639887,1.6555879527877544,-0.12850864721891056,-0.1883688741836386,2,0
-0.6231268632502701,-0.8933386195811904,-0.6513068027209098,-0.706932950274355,-0.3363455858856944,-0.27267221039562195,0.30311467772314715,1,0
-0.418097954179048,-0.466512872957231,-0.47300808978117553,-0.18748155428137225,0.25145265923178306,-0.23556079809270614,-0.2371110446206752,3,0
0.49000189680515865,-0.2132201469766426,0.12072213315668026,0.39291335195015703,1.071791359868505,-0.14135490532376602,-0.5812075573488026,2,0
-0.5202110208738775,-0.6828725334122113,-0.7424771773475245,-0.8893544641427567,-0.7805289798889924,-0.23698816010435675,-0.5800470294812541,3,0
-0.38470248582602207,-0.2132201469766426,-0.4676187080298485,-0.4238932919852652,1.8596722148973779,-0.23127871205775433,-0.49010611974624607,3,0
-0.28307108454013047,0.4988545950897788,-0.4393244538353819,0.27348043255649485,0.06426426195912205,-0.21129564389464578,-0.5643799032693495,1,0
-0.08815714905660381,0.19513906688451266,-0.6293001605696579,0.43545110406296816,-0.05089439574543671,-0.21557772992959764,-0.37985597232913954,1,0
-0.9811648172274237,-1.308901090903014,-0.4554925990893628,-0.8922175820734266,-0.7520727864793718,-0.28980055453542924,-0.25916107410409656,0,0
-0.4423417797622545,-0.350082038729339,0.16159161143757653,0.28861405590432204,0.41463114331507683,-0.28837319252377863,-0.29455717406432547,3,0
-0.7013172146345183,-0.79982724090997,-0.17973589947979896,-0.804687976764373,-0.4901868815064563,-0.24697969418591098,-0.5115758852958933,3,0
-0.9217594167917524,-1.1408687395932442,-0.580795724807715,-0.19525287437890512,-0.31500344082847886,-0.11994447514900691,-0.7164090539182018,3,0
-0.5995252582123142,-0.2132201469766426,-0.42135984799762527,-0.4369818310968994,12.528966231417037,-0.25268914223251343,-0.3137058838788756,3,0
-0.1615308463514734,0.5592309894419251,-0.5520523554673045,-0.6001795531450884,0.033584928439374676,-0.2598259522907665,-0.43730210177278983,1,0
-0.18031579730005057,-0.2132201469766426,-0.5246563315647257,-0.736382163275532,7.326818373720754,-0.23984288412765797,-0.6549010769381317,1,0
-0.48890276929291565,-0.6079586558212616,-0.34186646716555225,-0.29341691771616163,-0.9388165557300077,-0.21843245395289887,-0.28469268719016333,3,0
1.475970988900988,-0.2132201469766426,0.44273769279846725,1.041205054823289,1.3025533032996477,-0.20273147182474213,-0.29455717406432547,5,0
1.1678656823170608,-0.2132201469766426,-0.6791519417694325,-0.6742116024952693,-0.2620927062074654,0.10700608470343974,-0.49822981481908557,5,0
-0.5102566024224947,0.55189676366379,0.05425309155698082,0.4211355144096182,-0.29899683203556726,-0.3069288986752365,-0.5812075573488026,3,0
-0.2867638526753208,-0.4856342473073686,-0.6885833598342547,-0.6496705916609552,-0.19317536279354033,-0.27267221039562195,0.20330928111397684,3,0
2.1352103786006262,-0.2132201469766426,-0.26821158323075023,1.0874239585612473,0.29813860154444205,-0.04857637456647655,-0.41119022475294875,5,0
-0.07723939978734533,-0.22330470742157824,1.1155121814224522,4.84547075098922,-0.2620927062074654,5.707974618420425,7.490844025384723,4,2
-0.22398679437708452,-0.2889198344723924,-0.37689744854917767,0.17163523759409136,-0.4510596155682279,-0.2583985902791159,-0.5411693459183797,3,0
-0.16634750044085211,0.2293217977433201,0.06817566108124212,0.2992484939325248,0.1940956443905164,-0.17418423159173002,-0.3415585527000394,1,0
-0.5399593026403304,-0.6074347825513949,-0.7303510684070389,-0.3776743882473069,-0.4177125139163286,-0.20986828188299522,-0.22260444627631906,3,0
0.18398380699329547,0.4710893117868394,0.11398540596752144,1.0236173303920304,0.15141135427608532,-0.15562852544027211,-0.2585808101703223,1,0
0.3517639244399886,-0.2132201469766426,-0.35893284271142106,0.07960644696541319,-0.2620927062074654,-0.14706435337036844,-0.286433478991486,2,0
2.3174404583154558,-0.2132201469766426,0.9722444498663431,0.36550922318517287,-0.2620927062074654,-0.0828330628460911,-0.6572221326732287,4,0
1.0553165317619109,2.014550933131841,-0.058025694928997944,2.5954690743298507,-0.3332331897315171,-0.1527738014169709,0.802141660768998,2,0
0.0011115067332156826,0.07910113760902081,-0.41417400566252266,1.577426141553053,0.14518656196773091,-0.24412497016260976,-0.09900822838240488,1,0
0.21866371643682242,-0.2132201469766426,0.5613040913276609,1.8469682438832697,-0.2620927062074654,-0.14278226733541663,0.7580416018021554,2,0
-0.29527327489988997,0.011128580843806074,-0.454145253651531,-0.8693126386280668,-0.6715951144927882,-0.28837319252377863,0.1644315975511025,3,0
0.38772827497401646,-0.2132201469766426,-0.7227161109259922,-0.15966840866914958,-0.2620927062074654,-0.26268067631406766,-0.6096404901037407,1,0
-0.4869761076571641,-0.2132201469766426,-0.4402226841272697,-0.4570236566115892,-0.4572844078765823,-0.1756115936033806,-0.5249219557727008,3,0
3.283821823781145,2.2231834628562863,3.4446233282875958,0.531570063164032,-0.2620927062074654,0.24546019983354872,0.28280544004104846,4,0
-0.6036996917564424,-0.5911947111855248,-0.7487647893907394,-1.0226939563425301,-0.8245471540694995,-0.2455523321742604,-0.7518051538784307,3,0
0.115266208651492,1.1857834202025945,-0.34186646716555225,-0.29341691771616163,1.539540039039145,-0.294082640570381,-0.5858496688189967,1,0
-0.3076360203959621,-0.2132201469766426,-0.38857444234371946,-0.001787905635061974,0.139851025703427,-0.16133797348687454,-0.6044181146997725,3,0
0.0367547469946184,0.9941767717488196,-0.5246563315647257,-0.7748297469159573,-0.7205041969155739,-0.04714901255482591,1.4682846567418315,1,0
-0.18561411679836715,-0.2132201469766426,-0.5237581012728378,-0.5964984015199413,-0.5715538095370905,-0.20415883383639277,-0.36186779038213795,1,0
1.6903120958783426,-0.2132201469766426,0.4360009656093086,1.6089204387904228,0.4426427087026722,-0.16133797348687454,-0.2788900478524209,5,0
2.980051505877659,3.4960645403150954,2.145333211071849,1.237533141497802,1.8690094033599098,-0.10852557905580204,0.2271001023987209,4,0
-0.5810614175363624,-0.3596427259044078,-0.3508487700844306,-0.695480478551675,-0.8570049996773481,-0.20986828188299522,-0.238851836421998,3,0
0.3329789734914114,-0.2132201469766426,-0.49276915620270767,-0.38053750617797694,1.6293548994882603,0.015654915957800823,-0.13846617587905355,1,0
-0.02987563457512104,-0.2132201469766426,-0.4352824175218867,-0.5220573353225216,7.785229864428862,0.18693835735587377,-0.5777259737461572,2,3
-0.304264362533397,0.5297631180119187,0.9632621469474649,0.8416048333708672,-0.0677902605823991,-0.19987674780144096,-0.1692201643690885,1,0
-0.5141099256939977,-0.5668346041367194,-0.47121162919739984,0.32787967323922473,-0.42304805018063246,-0.24697969418591098,-0.4866245361436007,3,0
-0.3556420061534369,-0.7361766386211562,-0.7492139045366832,-1.0709579443166812,-0.8476678112148164,-0.28837319252377863,-0.3815967641304623,3,0
-0.7080605303596487,-0.8702881957070522,-0.6095390941481257,-1.0325103606762558,-0.814320709562917,-0.12422656118395874,-0.6131220737063862,3,0
-0.6897572448200094,-1.0269263033972194,-0.7595435528933933,-1.0341464280652102,-0.8867950771530447,-0.16990214555677818,-0.6995813998387487,3,0
4.393578925974009,4.2865893045440675,6.6593895429541385,4.0896076172923435,2.676453891357897,-0.10709821704415143,0.6971138887558596,4,0
-0.057812228293517696,0.5283224665197852,-0.04679781628040007,0.6616374205858969,-0.2620927062074654,-0.1713295075684288,-0.29455717406432547,1,0
-0.24357452100722474,-0.2132201469766426,-0.1586274876204349,-0.04923385991473598,0.520452612557104,-0.14849171538201905,-0.5928128360242876,1,0
-0.34183426443055115,0.4116296956569595,-0.6751099054559372,0.2714353483203021,-0.25186626170088305,-0.2269966260228025,0.5328991954977483,1,0
-0.3733030711478257,-0.2132201469766426,-0.38857444234371946,0.4534478453414654,-0.2620927062074654,0.9277392414025392,0.06578672880948075,2,3
2.4958172147587816,-0.2132201469766426,1.6813972653117848,-0.09790686473612574,-0.2620927062074654,-0.045721650543175334,-0.48430348040850374,4,0
-0.07611551383315694,-0.2132201469766426,0.24467791343720072,0.9483582305001337,-0.5230893551363303,-0.16990214555677818,-0.2928163822630028,1,0
-0.8702212180353999,-1.01422237660295,-0.5327404041917162,-0.7474256181509733,-0.48751911337430437,-0.286945830512128,-0.3937823067397214,3,0
-0.6032180263475045,-0.2132201469766426,-0.34186646716555225,-0.03941745558101039,0.19009399219228848,-0.2426976081509592,-0.07985951856785478,3,0
-0.46289283721027036,-0.35794013777734085,-0.5116319923323522,-0.13799051576550553,0.45286915320925464,-0.26125331430241705,-0.5510338327925419,3,0
0.40458656428684203,1.7992390192165943,-0.19365846900406034,-0.15885037497467247,0.06026260976089414,-0.23556079809270614,-0.2492965872299344,2,0
0.12409674114868632,1.2051667311876653,3.931015031344855,0.9941681173908535,0.6427253186140679,-0.14278226733541663,-0.2788900478524209,1,0
1.291172027005157,-0.2132201469766426,-0.4393244538353819,-0.07581995498524291,-0.2620927062074654,-0.14135490532376602,-0.5835286130838996,5,0
1.1286902290567804,0.45995700480217033,-0.10293720952338944,0.03379656007469357,1.4021499802333202,0.964850653705455,-0.532465386911766,5,3
0.0017537272784660545,0.19684165501157963,-0.32794389764129095,0.5679725625682646,-0.3016646001677191,-0.21700509194124823,-0.4848837443422779,1,0
0.6038354884508096,0.8537787354245224,2.328572190616966,0.8244261257868475,0.6378344103717893,-0.14991907739366966,-0.2005544167928978,2,0
0.339561734080229,1.0138220193688239,0.4494744199876261,0.3830969476164313,-0.2620927062074654,-0.21700509194124823,-0.29455717406432547,1,0
0.3024734975920126,0.3881863668304212,-0.2412646744741153,-0.1535331559605711,-0.24163981719430058,-0.20986828188299522,0.27816332857085463,1,0
4.888249300953206,5.680092202389703,2.6928045739774813,2.1991317493556775,1.2807665302204068,0.08131356849372877,0.11743021891538871,4,0
